company,company_domain_name,phone,address,city,state,country,zip,industry,type,numberofemployees,website,firstname,lastname,jobtitle,email,mobilephone,nocturn_icp_score,nocturn_icp_tier,nocturn_star_rating,nocturn_room_count,nocturn_has_whatsapp,nocturn_whatsapp_number,nocturn_whatsapp_source,nocturn_has_email,nocturn_after_hours_gap,nocturn_google_rating,nocturn_google_reviews,nocturn_google_maps_url,nocturn_member_id,nocturn_source,nocturn_outreach_priority,nocturn_outreach_channel,nocturn_pilot_roi_estimate,nocturn_adr_estimate,nocturn_pilot_status,nocturn_pilot_start_date,nocturn_first_touch_template,nocturn_notes,nocturn_data_collected_date,lifecyclestage,hs_lead_status,lead_source,lead_source_detail
Capri By Fraser Johor Bahru,frasershospitality.com,+6072770888,"Hotel Capri, Menara Tiga Serangkai, Jalan Tengku Azizah, 80300, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80300,Hospitality,PROSPECT,316,https://www.frasershospitality.com/en/malaysia/johor/capri-by-fraser-johor-bahru/,,,General Manager,reservations.johorbahru@capribyfraser.com,,10,HOT,4 Star,316,NO,,,YES,YES,,,,1396,MAH Directory,3,Email,33840,200,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Citrus Hotel Johor Bahru,citrushoteljb.com,+6072228888,"No. 16, Jalan Station, 80000, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80000,Hospitality,PROSPECT,125,http://www.citrushoteljb.com,,,General Manager,enquiry@citrushoteljb.com,,11,HOT,3 Star,125,NO,,,YES,YES,,,,0754,MAH Directory,3,Email,8658,130,Not Started,,1C,3 Star | 125 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Classic Hotel Muar,classichotelmuar.com,+6069547000,"69, Jalan Ali, 84000, Muar, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,84000,Hospitality,PROSPECT,156,http://www.classichotelmuar.com,,,General Manager,reservations@classichotelmuar.com,,11,HOT,3 Star,156,NO,,,YES,YES,,,,0336,MAH Directory,3,Email,10763,130,Not Started,,1C,3 Star | 156 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Country Garden Forest City Golf Hotel,fcgolfhotel.com,,"Forest City Golf Hotel, Jalan Persiaran Golf 5, Forest City Golf Resort, 81550, Gelang Patah, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81550,Hospitality,PROSPECT,298,https://fcgolfhotel.com/,,,General Manager,forestcityhotel@countrygarden.com.my,,8,HOT,5 Star,298,NO,,,YES,YES,,,,1296,MAH Directory,3,Email,20825,130,Not Started,,1C,5 Star | 298 rooms | Email,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Crystal Crown Hotel Johor Bahru,crystalcrownjb.com,+6073334422,"117 Jalan Harimau Tarum, Taman Century, 80250, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80250,Hospitality,PROSPECT,239,https://www.crystalcrownjb.com,,,General Manager,cchjb@crystalcrown.com.my,,11,HOT,3 Star,239,NO,,,YES,YES,,,,0401,MAH Directory,3,Email,16614,130,Not Started,,1C,3 Star | 239 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Crystal Inn,crystalinn-hotel.com,+6074315222,"36, Jalan Zabedah, 83000, Batu Pahat, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,83000,Hospitality,PROSPECT,56,https://crystalinn-hotel.com,,,General Manager,info@crystalinn-hotel.com,,8,HOT,2 Star,56,NO,,,YES,YES,,,,0219,MAH Directory,3,Email,3744,130,Not Started,,1C,56 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Doubletree By Hilton Johor Bahru,johorbahru.doubletree.com,+6072686868,"01-02 Menara Landmark, No. 12, Jalan Ngee Heng,, Ibrahim International Business District (IIBD),, 80888, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80888,Hospitality,PROSPECT,335,http://www.johorbahru.doubletree.com,,,General Manager,johorbahru.info@hilton.com,,10,HOT,4 Star,335,NO,,,YES,YES,,,,0928,MAH Directory,3,Email,36000,200,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Felda Residence Tanjung Leman,feldaresidences.com,+6077911155,"Lot PTD 144, Tanjung Leman, Mukim Tenggaroh, 86810, Mersing, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,86810,Hospitality,PROSPECT,91,https://www.feldaresidences.com/felda-residence-tanjung-leman/,,,General Manager,reservation.frtl@feldaresidences.com,,11,HOT,3 Star,91,NO,,,YES,YES,,,,0756,MAH Directory,3,Email,6318,130,Not Started,,1C,3 Star | 91 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Fives Hotel Johor Bahru City Centre,fiveshotel.com,+6072197777,"No. 45, Jalan Wong Ah Fook, 80000, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80000,Hospitality,PROSPECT,243,https://www.fiveshotel.com/johor-bahru/,,,General Manager,reservation@fiveshotel.com,,11,HOT,3 Star,243,NO,,,YES,YES,,,,1581,MAH Directory,3,Email,16847,130,Not Started,,1C,3 Star | 243 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Fives Hotel Meldrum,fiveshotel.com,+6072213388,"9N Jalan Tenteram, Bukit Meldrum, 80300, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80300,Hospitality,PROSPECT,115,https://www.fiveshotel.com/meldrum/,,,General Manager,reservation_fm@fiveshotel.com,,9,HOT,Others,115,NO,,,YES,YES,,,,1765,MAH Directory,3,Email,7956,130,Not Started,,1C,115 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Forest City Marina Hotel,fcmarinahotel.com,,"Jalan Forest City 1, Pulau Satu, Gelang Patah, 81550, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81550,Hospitality,PROSPECT,283,https://fcmarinahotel.com/,,,General Manager,forestcityhotel@countrygarden.com.my,,8,HOT,5 Star,283,NO,,,YES,YES,,,,1172,MAH Directory,3,Email,19656,130,Not Started,,1C,5 Star | 283 rooms | Email,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Four Points By Sheraton Desaru,marriott.com,+6078328888,"Jalan Kempas 2, Taman Desaru Utama, 81930, Bandar Penawar, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81930,Hospitality,PROSPECT,311,http://www.marriott.com/jhbfp,,,General Manager,general.jhbfp@fourpoints.com,,10,HOT,4 Star,311,NO,,,YES,YES,,,,1314,MAH Directory,3,Email,33480,200,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Four Points By Sheraton Johor Bahru,amansarihotels.com,+6073817070,"Jalan Persiaran Seri Alam, Bandar Seri Alam, 81750, Masai, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81750,Hospitality,PROSPECT,150,http://www.amansarihotels.com,,,General Manager,info@skshospitality.com.my,,11,HOT,4 Star,150,NO,,,YES,YES,,,,0708,MAH Directory,3,Email,16200,200,Not Started,,1C,4 Star | 150 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Fraser Place Puteri Harbour,frasershospitality.com,+6075308888,"Residensi & Hotel Marina, Persiaran Tanjung, Pangkalan Puteri, 79000, Iskandar Puteri, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,79000,Hospitality,PROSPECT,297,https://www.frasershospitality.com/en/malaysia/johor/fraser-place-puteri-harbour/,,,General Manager,admin.puteriharbourjohor@frasershospitality.com,,11,HOT,4 Star,297,NO,,,YES,YES,,,,1362,MAH Directory,3,Email,32040,200,Not Started,,1C,4 Star | 297 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
G5 Hotel & Serviced Apartment,,+6073389999,"G-01, Bangunan Duta impian, No.14 Jalan Dato Abdullah Tahir, 80050, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80050,Hospitality,PROSPECT,64,,,,General Manager,reservation@g5hotel.com.my.my,,10,HOT,3 Star,64,NO,,,YES,YES,,,,1134,MAH Directory,3,Email,4446,130,Not Started,,1C,3 Star | 64 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Gbw Hotel,gbwhotel.com.my,+6072216666,"No. 9R, Jalan Bukit Meldrum, 80300, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80300,Hospitality,PROSPECT,222,http://www.gbwhotel.com.my/,,,General Manager,info@gbwhotel.com.my,,11,HOT,3 Star,222,NO,,,YES,YES,,,,0205,MAH Directory,3,Email,15444,130,Not Started,,1C,3 Star | 222 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Goodhope Hotel Skudai,goodhopehotel.com.my,+6075572828,"No. 1, Jalan Ronggeng 5, Taman Skudai Baru, 81300, Skudai, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81300,Hospitality,PROSPECT,180,http://www.goodhopehotel.com.my,,,General Manager,ghjb@goodhopehotel.com.my,,11,HOT,3 Star,180,NO,,,YES,YES,,,,0415,MAH Directory,3,Email,12636,130,Not Started,,1C,3 Star | 180 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Grand Paragon Hotel,grandparagonhotel.com.my,+6072685222,"Level 10, No. 18, Jalan Harimau, Taman Century, 80250, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80250,Hospitality,PROSPECT,336,http://www.grandparagonhotel.com.my,,,General Manager,info@grandparagonhotel.com.my,,10,HOT,4 Star,336,NO,,,YES,YES,,,,0598,MAH Directory,3,Email,36000,200,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Grand Sentosa Hotel,grandsentosahotel.com,+6073315888,"Ground Floor, Block A, Plaza Sentosa, Jalan Sutera, Taman Sentosa, 80150, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80150,Hospitality,PROSPECT,261,http://www.grandsentosahotel.com,,,General Manager,sales3@grandsentosahotel.com.my,,11,HOT,3 Star,261,NO,,,YES,YES,,,,0807,MAH Directory,3,Email,18252,130,Not Started,,1C,3 Star | 261 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Greenvalley Eco Resort,gveresort.com,+60167278800,"Lot 752, Jalan Sungai Tiram, Ulu Tiram, 81800, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81800,Hospitality,PROSPECT,50,https://gveresort.com/,,,General Manager,greenvalleyecotourism@gmail.com,+60167278800,10,HOT,Others,50,YES,+60167278800,mah_directory,YES,YES,,,,1611,MAH Directory,1,WhatsApp,3510,130,Not Started,,1B,50 rooms | Email | WhatsApp,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hako Hotel Tuta,hakohotel.com,+60172776627,"18 Jalan Pendekar 13, Taman Ungku Tun Aminah, 81300, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81300,Hospitality,PROSPECT,48,https://www.hakohotel.com/,,,General Manager,enquiry@hakohotel.com,+60172776627,6,WARM,1 Star,48,YES,+60172776627,mah_directory,YES,YES,,,,1779,MAH Directory,3,WhatsApp,3276,130,Not Started,,1B,Email | WhatsApp,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hallmark Regency Hotel - Johor Bahru,hotelhallmark.com,+6073318822,"16, Jalan Harimau, Taman Abad, 80250, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80250,Hospitality,PROSPECT,64,http://www.hotelhallmark.com,,,General Manager,reservation.regency@hotelhallmark.com,,11,HOT,3 Star,64,NO,,,YES,YES,,,,0926,MAH Directory,3,Email,4446,130,Not Started,,1C,3 Star | 64 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hard Rock Hotel Desaru Coast,hardrockhoteldesaru.com,+6078388888,"Jalan Pantai 3, Desaru Coast, 81930, Bandar Penawar, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81930,Hospitality,PROSPECT,365,http://www.hardrockhoteldesaru.com,,,General Manager,info@hrhdesaru.com,,8,HOT,5 Star,365,NO,,,YES,YES,,,,1392,MAH Directory,3,Email,25505,130,Not Started,,1C,5 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Holiday Inn Express & Suites Johor Bahru,ihg.com,+6072183333,"Lot 512 Jalan Syed Mohd Mufti, 80000, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80000,Hospitality,PROSPECT,203,https://www.ihg.com/holidayinnexpress/hotels/us/en/johor-bahru/jhbjb/hoteldetail,,,General Manager,info.jhbjb@ihg.com,,11,HOT,3 Star,203,NO,,,YES,YES,,,,1580,MAH Directory,3,Email,14040,130,Not Started,,1C,3 Star | 203 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Holiday Inn Johor Bahru City Centre,holidayinn.com,+6072078888,"Lot 14530, Jalan Tun Abdul Razak, 80000, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,14530,Hospitality,PROSPECT,335,http://www.holidayinn.com,,,General Manager,info@holidayinnjbcc.com,,10,HOT,4 Star,335,NO,,,YES,YES,,,,1489,MAH Directory,3,Email,36000,200,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Holiday Villa Johor Bahru City Centre,holidayvillahotels.com,+6072903388,"No. 260, Jalan Dato' Sulaiman, Taman Century, 80250, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80250,Hospitality,PROSPECT,343,http://www.holidayvillahotels.com,,,General Manager,fam@holidayvillajb.com.my,,10,HOT,4 Star,343,NO,,,YES,YES,,,,1126,MAH Directory,3,Email,36720,200,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel Granada Johor Bahru,hotel-granada.careluxuryhotels.com,+6072318888,"No.55, Jalan Indah 15/2, Taman Bukit Indah, 81200, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81200,Hospitality,PROSPECT,192,https://hotel-granada.careluxuryhotels.com/,,,General Manager,info.hgjb@careluxuryhotels.com,,11,HOT,4 Star,192,NO,,,YES,YES,,,,0681,MAH Directory,3,Email,20520,200,Not Started,,1C,4 Star | 192 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hyatt Place Johor Bahru,,+6072911234,"Paradigm Mall Jalan Mewah Ria 2, Taman Bukit Mewah, 81200, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81200,Hospitality,PROSPECT,204,,,,General Manager,hyattplacejohorbahru@hyatt.com,,10,HOT,4 Star,204,NO,,,YES,YES,,,,1695,MAH Directory,3,Email,21960,200,Not Started,,1C,4 Star | 204 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ibis Styles Johor Iskandar Puteri,all.accor.com,+6075330533,"1 Nusa Sentrum Complex, Jalan SiLC 2/9, Kawasan Perindustrian SiLC, 79200, Iskandar Puteri, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,79200,Hospitality,PROSPECT,152,https://www.all.accor.com/A0K9,,,General Manager,ha0k9-gm@accor.com,,11,HOT,3 Star,152,NO,,,YES,YES,,,,1535,MAH Directory,3,Email,10530,130,Not Started,,1C,3 Star | 152 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Impiana Hotel Senai,impianasenai.com.my,+6075958899,"Jalan Impian Senai Utama 2, Taman Impian Senai, 81400, Senai, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81400,Hospitality,PROSPECT,172,https://impianasenai.com.my/,,,General Manager,info@impianasenai.com.my,,9,HOT,Others,172,NO,,,YES,YES,,,,1307,MAH Directory,3,Email,11934,130,Not Started,,1C,172 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Koho Hotel,kohohotel.com.my,+6073321111,"No. 99, Jalan Kemunting, Taman Kebuh Teh, 80250, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80250,Hospitality,PROSPECT,102,http://www.kohohotel.com.my/,,,General Manager,reservation@kohohotel.com.my,,11,HOT,3 Star,102,NO,,,YES,YES,,,,0966,MAH Directory,3,Email,7020,130,Not Started,,1C,3 Star | 102 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Kota Heritage Hotel (Kt) Sdn Bhd,,+6078833866,"No. 11A, Jalan Seri Warisan 1, Kota Heritage Commercial Centre, 81900, Kota Tinggi, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81900,Hospitality,PROSPECT,86,,,,General Manager,enquiry@kotaheritagehotel.com,,10,HOT,3 Star,86,NO,,,YES,YES,,,,0862,MAH Directory,3,Email,5850,130,Not Started,,1C,3 Star | 86 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ksl Hot Spring Resort,,+6072767222,"#G-01, Jalan Delima 3/2, Mukim Tebrau, 81100, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81100,Hospitality,PROSPECT,308,,,,General Manager,info@kslresorts.com.my,,9,HOT,3 Star,308,NO,,,YES,YES,,,,1423,MAH Directory,3,Email,21527,130,Not Started,,1C,3 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ksl Resort,,+6072882888,"No.33, Jalan Seladang, Taman Abad, 80250, Johor Bahru, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,80250,Hospitality,PROSPECT,858,,,,General Manager,info@kslresorts.com.my,,6,WARM,4 Star,858,NO,,,YES,YES,,,,0733,MAH Directory,3,Email,92520,200,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Lakeview Terrace Resort,lakeviewterrace.com.my,+6072956888,"PTD 5025, Jalan Kota Tinggi, Mukim Pengerang, 81620, Pengerang, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81620,Hospitality,PROSPECT,120,http://www.lakeviewterrace.com.my,,,General Manager,reservation@lakeviewterrace.com.my,,11,HOT,3 Star,120,NO,,,YES,YES,,,,1234,MAH Directory,3,Email,8423,130,Not Started,,1C,3 Star | 120 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Le Grandeur Palm Resort Johor,palmresort.com,+6075996000,"Jalan Persiaran Golf, Off Jalan Jumbo, 81250, Senai, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,81250,Hospitality,PROSPECT,312,http://www.palmresort.com,,,General Manager,mercurejohor@palmresort.com,,10,HOT,4 Star,312,NO,,,YES,YES,,,,0144,MAH Directory,3,Email,33480,200,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Legoland Hotel,legoland.com.my,+6075603888,"No.1, Jalan Medini Utara 3, Bandar Medini Iskandar Malaysia, 79250, Nusajaya, Johor, Malaysia,",Johor Bahru,Johor,Malaysia,79250,Hospitality,PROSPECT,249,http://www.legoland.com.my,,,General Manager,info@legoland.my,,9,HOT,Others,249,NO,,,YES,YES,,,,0934,MAH Directory,3,Email,17316,130,Not Started,,1C,249 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
