company,company_domain_name,phone,address,city,state,country,zip,industry,type,numberofemployees,website,firstname,lastname,jobtitle,email,mobilephone,nocturn_icp_score,nocturn_icp_tier,nocturn_star_rating,nocturn_room_count,nocturn_has_whatsapp,nocturn_whatsapp_number,nocturn_whatsapp_source,nocturn_has_email,nocturn_after_hours_gap,nocturn_google_rating,nocturn_google_reviews,nocturn_google_maps_url,nocturn_member_id,nocturn_source,nocturn_outreach_priority,nocturn_outreach_channel,nocturn_pilot_roi_estimate,nocturn_adr_estimate,nocturn_pilot_status,nocturn_pilot_start_date,nocturn_first_touch_template,nocturn_notes,nocturn_data_collected_date,lifecyclestage,hs_lead_status,lead_source,lead_source_detail
Bayview Beach Resort Penang,bbr.bayviewhotels.com,+6048861111,"Batu Ferringhi Beach, 11100, Batu Ferringhi, Penang, Malaysia,",George Town,Penang,Malaysia,11100,Hospitality,PROSPECT,360,https://bbr.bayviewhotels.com/,,,General Manager,bayviewbeach@bayviewhotels.com,,10,HOT,4 Star,360,NO,,,YES,YES,,,,0375,MAH Directory,3,Email,34992,180,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Bayview Hotel Georgetown Penang,bayviewhotels.com,+6042633161,"25 - A, Farquhar Street, 10200, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10200,Hospitality,PROSPECT,320,http://www.bayviewhotels.com,,,General Manager,bayviewgeorgetown@bayviewhotels.com,,10,HOT,4 Star,320,NO,,,YES,YES,,,,0068,MAH Directory,3,Email,31104,180,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Berjaya Penang Hotel,berjayahotel.com,+6042277111,"1-Stop Midlands Park, Jalan Burmah, 10350, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10350,Hospitality,PROSPECT,320,http://www.berjayahotel.com,,,General Manager,pg.info@berjayahotel.com,,10,HOT,4 Star,320,NO,,,YES,YES,,,,0184,MAH Directory,3,Email,31104,180,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Bertam Resort Penang,bertamresortwaterpark.com,+6045778000,"2200, Jalan Bertam, 13200, Kepala Batas, Penang, Malaysia,",George Town,Penang,Malaysia,13200,Hospitality,PROSPECT,300,https://bertamresortwaterpark.com/,,,General Manager,info@bertamresort.com,,9,HOT,5 Star,300,NO,,,YES,YES,,,,1669,MAH Directory,3,Email,19440,120,Not Started,,1C,5 Star | 300 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Betel Nut Lodge,betelnutlodge.com,+6042644100,"100, Lebuh Melayu, 10100, George Town, Penang, Malaysia,",George Town,Penang,Malaysia,10100,Hospitality,PROSPECT,6,https://www.betelnutlodge.com/,,,General Manager,betelnutlodge@gmail.com,,6,WARM,Others,6,NO,,,YES,YES,,,,1674,MAH Directory,3,Email,2160,120,Not Started,,1C,Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Boulder Valley Glamping Resort,bouldervalleyglamping.com.my,,"No. 8, Jalan Teluk Bahang, 11050, Teluk Bahang, Penang, Malaysia,",George Town,Penang,Malaysia,11050,Hospitality,PROSPECT,27,https://bouldervalleyglamping.com.my/,,,General Manager,info@bouldervalleyglamping.com.my,,7,WARM,3 Star,27,NO,,,YES,YES,,,,1613,MAH Directory,3,Email,2160,120,Not Started,,1C,3 Star | Email,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Burmahtel,burmahtel.com,+6042274129,"253G-01-01, Wisma Soon, Jalan Burmah, 10350, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10350,Hospitality,PROSPECT,45,http://www.burmahtel.com,,,General Manager,burmahtel@yahoo.com.my,,6,WARM,Others,45,NO,,,YES,YES,,,,0986,MAH Directory,3,Email,2808,120,Not Started,,1C,Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Campbell House,,+6042618290,"No. 106. Lebuh Campbell, 10100 Georgetown, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10100,Hospitality,PROSPECT,12,,,,General Manager,info@campbellhousepenang.com,,5,WARM,Others,12,NO,,,YES,YES,,,,0968,MAH Directory,3,Email,2160,120,Not Started,,1C,Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Cheong Fatt Tze - The Blue Mansion,cheongfatttzemansion.com,+6042620006,"14, Leith Street, 14, Leith Street, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,,Hospitality,PROSPECT,18,https://www.cheongfatttzemansion.com/,,,General Manager,reservations@cheongfatttzemansion.com,,6,WARM,Others,18,NO,,,YES,YES,,,,1522,MAH Directory,3,Email,2160,120,Not Started,,1C,Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Citadines Connect Bertam Georgetown Penang,discoverasr.com,+6042020111,"428 Lorong Penang, 10300, George Town, Penang, Malaysia,",George Town,Penang,Malaysia,10300,Hospitality,PROSPECT,70,https://www.discoverasr.com/en/citadines-connect/malaysia/citadines-connect-bertam-georgetown-penang,,,General Manager,enquiry.penang@the-ascott.com,,9,HOT,Others,70,NO,,,YES,YES,,,,1845,MAH Directory,3,Email,4536,120,Not Started,,1C,70 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Citadines Connect Cecil Georgetown Penang,discoverasr.com,+6042020333,"62 Lebuh Cecil, 10300, George Town, Penang, Malaysia,",George Town,Penang,Malaysia,10300,Hospitality,PROSPECT,75,https://www.discoverasr.com/en/citadines-connect/malaysia/citadines-connect-cecil-georgetown-penang,,,General Manager,frontoffice.cccgp@the-ascott.com,,11,HOT,3 Star,75,NO,,,YES,YES,,,,1777,MAH Directory,3,Email,4752,120,Not Started,,1C,3 Star | 75 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Citadines Connect Georgetown Penang,discoverasr.com,+6042020888,"202 Lebuh Noordin, 10300, George Town, Penang, Malaysia,",George Town,Penang,Malaysia,10300,Hospitality,PROSPECT,143,https://www.discoverasr.com/en/citadines-connect/malaysia/citadines-connect-georgetown-penang,,,General Manager,enquiry.penang@the-ascott.com,,11,HOT,4 Star,143,NO,,,YES,YES,,,,1648,MAH Directory,3,Email,13608,180,Not Started,,1C,4 Star | 143 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Citadines Prai Penang,discoverasr.com,+6045662388,"G01 Menara Sentral, Jalan Juru Sentral, 14000, Bukit Mertajam, Penang, Malaysia,",George Town,Penang,Malaysia,14000,Hospitality,PROSPECT,168,https://www.discoverasr.com/en/others/malaysia/sky-residence-prai,,,General Manager,enquiry.penang@the-ascott.com,,11,HOT,4 Star,168,NO,,,YES,YES,,,,1567,MAH Directory,3,Email,16200,180,Not Started,,1C,4 Star | 168 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Citadines Tanjung Tokong Penang,discoverasr.com,+6043773388,"130 Jalan Tanjung Tokong, 10470, Tanjung Tokong, Penang, Malaysia,",George Town,Penang,Malaysia,10470,Hospitality,PROSPECT,143,https://www.discoverasr.com/en/citadines/malaysia/citadines-tanjung-tokong-penang,,,General Manager,frontoffice.cttp@the-ascott.com,,11,HOT,3 Star,143,NO,,,YES,YES,,,,1791,MAH Directory,3,Email,9072,120,Not Started,,1C,3 Star | 143 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Cititel Express Penang,cititelexpress.com,+6042891188,"123, Lebuh Noordin, 10300, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10300,Hospitality,PROSPECT,234,http://www.cititelexpress.com,,,General Manager,info@cititelexpress-penang.com,,11,HOT,3 Star,234,NO,,,YES,YES,,,,1042,MAH Directory,3,Email,15120,120,Not Started,,1C,3 Star | 234 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Cititel Penang,cititelpenang.com,+6042911188,"66, Penang Road, 10000, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10000,Hospitality,PROSPECT,451,http://www.cititelpenang.com,,,General Manager,info@cititelpenang.com,,7,WARM,4 Star,451,NO,,,YES,YES,,,,0216,MAH Directory,3,Email,43740,180,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Continental Hotel Georgetown,hotelcontinental.com.my,+6042636388,"No. 5, Penang Road, 10000, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10000,Hospitality,PROSPECT,231,http://www.hotelcontinental.com.my,,,General Manager,admin@hotelcontinental.com.my,,11,HOT,3 Star,231,NO,,,YES,YES,,,,0366,MAH Directory,3,Email,14903,120,Not Started,,1C,3 Star | 231 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Courtyard By Marriott Penang,courtyardpenang.com,+6042972300,"218, Jalan Macalister, 10400, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10400,Hospitality,PROSPECT,199,http://www.courtyardpenang.com,,,General Manager,cy.pency@courtyard.com,,11,HOT,4 Star,199,NO,,,YES,YES,,,,1508,MAH Directory,3,Email,19116,180,Not Started,,1C,4 Star | 199 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Crowne Plaza Penang Straits City,ihg.com,+6043149999,"PMT 5150, Jalan Bagan Luar, Bandar Selat, 12000, Butterworth, Penang, Malaysia,",George Town,Penang,Malaysia,12000,Hospitality,PROSPECT,343,https://www.ihg.com/crowneplazapenang,,,General Manager,welcome@cppenang.com,,10,HOT,4 Star,343,NO,,,YES,YES,,,,1770,MAH Directory,3,Email,33048,180,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Doubletree Resort By Hilton Penang,penangresort.doubletree.com,+6048928131,"56 Jalan Low Yat, 11100, Batu Ferringhi, Penang, Malaysia,",George Town,Penang,Malaysia,11100,Hospitality,PROSPECT,317,http://PenangResort.DoubleTree.com,,,General Manager,penmb_ap@hilton.com,,10,HOT,4 Star,317,NO,,,YES,YES,,,,1053,MAH Directory,3,Email,30780,180,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Eastern & Oriental Hotel,eohotels.com,+6042222000,"No. 10 Lebuh Farquhar, 10200, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10200,Hospitality,PROSPECT,232,http://www.eohotels.com,,,General Manager,reservations@eohotels.com,,9,HOT,5 Star,232,NO,,,YES,YES,,,,0260,MAH Directory,3,Email,14903,120,Not Started,,1C,5 Star | 232 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Eastin Hotel Penang,eastin.com,+6046121111,"1, Solok Bayan Indah, Queensbay, 11900, Bayan Lepas, Penang, Malaysia,",George Town,Penang,Malaysia,11900,Hospitality,PROSPECT,328,http://www.eastin.com,,,General Manager,info.pg@eastin.com,,10,HOT,4 Star,328,NO,,,YES,YES,,,,0623,MAH Directory,3,Email,31752,180,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Elysium Resort Penang,elysiumvip.com,+60348121907,"Lot 344 & 345, Mukim 2, Daerah Barat Daya, Telok Bahang, 11050, Batu Ferringhi, Penang, Malaysia,",George Town,Penang,Malaysia,11050,Hospitality,PROSPECT,34,https://elysiumvip.com/,,,General Manager,corporate@elysiumvip.com,,6,WARM,Others,34,NO,,,YES,YES,,,,1666,MAH Directory,3,Email,2160,120,Not Started,,1C,Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Fifth Avenue Hotel,fifthavenuepenang.com,+6046847155,"No. 8, Lebuh Macallum, 10300, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10300,Hospitality,PROSPECT,241,https://fifthavenuepenang.com/,,,General Manager,admin@fifthavenuepenang.com,,9,HOT,Others,241,NO,,,YES,YES,,,,1847,MAH Directory,3,Email,15552,120,Not Started,,1C,241 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Flamingo By The Beach Penang,penang.flamingo.com.my,+6048927111,"Jalan Tanjung Bungah, 11200, Tanjong Bungah, Penang, Malaysia,",George Town,Penang,Malaysia,11200,Hospitality,PROSPECT,277,https://penang.flamingo.com.my/,,,General Manager,generalenquiries@flamingo.com.my,,11,HOT,4 Star,277,NO,,,YES,YES,,,,0112,MAH Directory,3,Email,26892,180,Not Started,,1C,4 Star | 277 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Fu Hotel,fuhotel.com.my,+6045021088,"No. 53, Lorong Setia Sentral 1, Pusat Perniagaan Setia Sentral, 14000, Bukit Mertajam, Penang, Malaysia,",George Town,Penang,Malaysia,14000,Hospitality,PROSPECT,109,https://www.fuhotel.com.my/,,,General Manager,hello@fuhotel.com.my,,9,HOT,Others,109,NO,,,YES,YES,,,,1615,MAH Directory,3,Email,6911,120,Not Started,,1C,109 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
G Hotel Gurney,ghotel.com.my,+6042380000,"168 A, Persiaran Gurney, 10250, Gurney, Penang, Malaysia,",George Town,Penang,Malaysia,10250,Hospitality,PROSPECT,312,http://www.ghotel.com.my,,,General Manager,g4u@ghotel.com.my,,8,HOT,5 Star,312,NO,,,YES,YES,,,,0508,MAH Directory,3,Email,20088,120,Not Started,,1C,5 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
G Hotel Kelawai,ghotel.com.my,+6042190000,"No. 2, Persiaran Maktab, 10250, George Town, Penang, Malaysia,",George Town,Penang,Malaysia,10250,Hospitality,PROSPECT,208,http://www.ghotel.com.my,,,General Manager,g4u@ghotel.com.my,,9,HOT,5 Star,208,NO,,,YES,YES,,,,1032,MAH Directory,3,Email,13392,120,Not Started,,1C,5 Star | 208 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Galaxy Hotel,,,"42, Lorong Tambun Permai 1, Pusat Perniagaan Tambun Permai, 14100, Simpang Ampat, Penang, Malaysia,",George Town,Penang,Malaysia,14100,Hospitality,PROSPECT,48,,,,General Manager,galaxytambun@gmail.com,,6,WARM,3 Star,48,NO,,,YES,YES,,,,1046,MAH Directory,3,Email,3024,120,Not Started,,1C,3 Star | Email,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Galaxy Hotel Bandar Perda,,+6045485388,"52 Lorong Perda Selatan 2, Bandar Perda, 14000, Bukit Mertajam, Penang, Malaysia,",George Town,Penang,Malaysia,14000,Hospitality,PROSPECT,50,,,,General Manager,galaxyhotel.bandarperda@gmail.com,,4,COLD,,,NO,,,YES,YES,,,,1871,MAH Directory,3,Email,6480,120,Not Started,,1C,Email | Phone,2026-03-26,lead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Golden Nasmir Hotel,nasmirholding.com.my,+6045077755,"No. 1639 & 1640, Jalan Perusahaan, Bukit Tengah, Taman Pelangi, 13600, Bukit Mertajam, Penang, Malaysia,",George Town,Penang,Malaysia,13600,Hospitality,PROSPECT,43,http://www.nasmirholding.com.my,,,General Manager,nasmirtour@gmail.com,,5,WARM,2 Star,43,NO,,,YES,YES,,,,0502,MAH Directory,3,Email,2591,120,Not Started,,1C,Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Grand Orient Hotel,grandorienthotel.com,+6043830099,"No. 3079, Jalan Laguna 1, 13700, Perai, Penang, Malaysia,",George Town,Penang,Malaysia,13700,Hospitality,PROSPECT,46,http://www.grandorienthotel.com,,,General Manager,grandorient@ilcpg.com.my,,6,WARM,Others,46,NO,,,YES,YES,,,,1264,MAH Directory,3,Email,2808,120,Not Started,,1C,Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
"Gurney Bay Hotel, A Parkroyal Partner Hotel",panpacific.com,+6042229988,"No. 53, Persiaran Gurney, 10250, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10250,Hospitality,PROSPECT,368,https://www.panpacific.com/en/hotels-and-resorts/pr-gurney-bay.html,,,General Manager,enquiry.prpgb@pphg.com,,8,HOT,5 Star,368,NO,,,YES,YES,,,,0211,MAH Directory,3,Email,23760,120,Not Started,,1C,5 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hard Rock Hotel,penang.hardrockhotels.net,+6048811711,"Batu Ferringhi, 11100, Batu Ferringhi, Penang, Malaysia,",George Town,Penang,Malaysia,11100,Hospitality,PROSPECT,250,http://www.penang.hardrockhotels.net,,,General Manager,info.penang@hardrockhotels.net,,9,HOT,5 Star,250,NO,,,YES,YES,,,,0433,MAH Directory,3,Email,16200,120,Not Started,,1C,5 Star | 250 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Holiday Inn & Suites Penang Prai,ihg.com,+6042718888,"1919, Menara Sentral, Jalan Juru Sentral, Bukit Mertajam, 14000, Perai, Penang, Malaysia,",George Town,Penang,Malaysia,14000,Hospitality,PROSPECT,332,https://www.ihg.com/holidayinn/hotels/us/en/penang/penpp/hoteldetail,,,General Manager,connectwithhispp@ihg.com,,10,HOT,4 Star,332,NO,,,YES,YES,,,,1812,MAH Directory,3,Email,32076,180,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hompton By The Beach Penang,homptonhotel.com,+6043735533,"No. 533, Jalan C.M. Hashim, 11200, Tanjung Tokong, Penang, Malaysia,",George Town,Penang,Malaysia,11200,Hospitality,PROSPECT,240,http://www.homptonhotel.com,,,General Manager,info@homptonhotel.com,,11,HOT,4 Star,240,NO,,,YES,YES,,,,1431,MAH Directory,3,Email,23327,180,Not Started,,1C,4 Star | 240 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel Alpha,,+6045379888,"No. 8 & 10, Jalan Perda Barat, Bandar Perda, 14000, Bukit Mertajam, Penang, Malaysia,",George Town,Penang,Malaysia,14000,Hospitality,PROSPECT,31,,,,General Manager,alpha.hotel.perda@gmail.com,,7,WARM,3 Star,31,NO,,,YES,YES,,,,1325,MAH Directory,3,Email,2160,120,Not Started,,1C,3 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel Malaysia Penang,hotelmalaysia.com.my,+6042633311,"No. 7 Penang Road, 10000, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10000,Hospitality,PROSPECT,126,http://www.hotelmalaysia.com.my,,,General Manager,reservation@hotelmalaysia.com.my,,11,HOT,3 Star,126,NO,,,YES,YES,,,,0356,MAH Directory,3,Email,7992,120,Not Started,,1C,3 Star | 126 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel Neo+ Penang By Aston,neohotels.com,+6042551000,"68 Jalan Gurdwara, 10300, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10300,Hospitality,PROSPECT,196,http://www.neohotels.com,,,General Manager,penanginfo@neohotels.com,,11,HOT,3 Star,196,NO,,,YES,YES,,,,1016,MAH Directory,3,Email,12528,120,Not Started,,1C,3 Star | 196 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel Penaga,hotelpenaga.com,+6042611891,"38, Jalan Hutton, 10050, Georgetown, Penang, Malaysia,",George Town,Penang,Malaysia,10050,Hospitality,PROSPECT,45,http://www.hotelpenaga.com,,,General Manager,penagahotel@gmail.com,,6,WARM,Others,45,NO,,,YES,YES,,,,0723,MAH Directory,3,Email,2808,120,Not Started,,1C,Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
