company,company_domain_name,phone,address,city,state,country,zip,industry,type,numberofemployees,website,firstname,lastname,jobtitle,email,mobilephone,nocturn_icp_score,nocturn_icp_tier,nocturn_star_rating,nocturn_room_count,nocturn_has_whatsapp,nocturn_whatsapp_number,nocturn_whatsapp_source,nocturn_has_email,nocturn_after_hours_gap,nocturn_google_rating,nocturn_google_reviews,nocturn_google_maps_url,nocturn_member_id,nocturn_source,nocturn_outreach_priority,nocturn_outreach_channel,nocturn_pilot_roi_estimate,nocturn_adr_estimate,nocturn_pilot_status,nocturn_pilot_start_date,nocturn_first_touch_template,nocturn_notes,nocturn_data_collected_date,lifecyclestage,hs_lead_status,lead_source,lead_source_detail
Dynasty Hotel Miri,dynastyhotelmiri.com.my,+6085421111,"Lot 683, Block 9, Jalan Pujut Lutong, 98000, Miri, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,98000,Hospitality,PROSPECT,130,http://www.dynastyhotelmiri.com.my/,,,General Manager,dyhlmyy@streamyx.com,,10,HOT,4 Star,130,NO,,,YES,YES,,,,0297,MAH Directory,3,Email,12636,180,Not Started,,1C,4 Star | 130 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Eastwood Valley Golf & Country Club,eastwoodvalley.com,+6085421010,"Lot 1379, Block 17, Kuala Baram District, 98000, Miri, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,98000,Hospitality,PROSPECT,122,http://www.eastwoodvalley.com,,,General Manager,admin@eastwoodvalley.com,,10,HOT,4 Star,122,NO,,,YES,YES,,,,0589,MAH Directory,3,Email,11663,180,Not Started,,1C,4 Star | 122 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Emart Hotel,facebook.com,+6085326961,"1st Floor, Lot 8556-8557, Lambir Land District, 98000, Miri, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,98000,Hospitality,PROSPECT,186,https://www.facebook.com/EmartHotel/,,,General Manager,info@emarthotel.com,,10,HOT,3 Star,186,NO,,,YES,YES,,,,1659,MAH Directory,3,Email,11880,120,Not Started,,1C,3 Star | 186 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Fairfield By Marriott Bintulu Paragon,fairfield.marriot.com,+6086851888,"No. 1, Old Airport Place, Bintulu Paragon, 97000, Bintulu, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,97000,Hospitality,PROSPECT,240,http://www.fairfield.marriot.com,,,General Manager,yukie.lee@fairfieldinn.com,,10,HOT,4 Star,240,NO,,,YES,YES,,,,1127,MAH Directory,3,Email,23327,180,Not Started,,1C,4 Star | 240 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Goldenbay Hotel Bintulu,goldenbayhotel.my,+6086311113,"Lot 3493, Bintulu Town, Jalan Tun Razak, 97000, Bintulu, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,97000,Hospitality,PROSPECT,113,http://www.goldenbayhotel.my,,,General Manager,info@goldenbayhotel.my,,10,HOT,3 Star,113,NO,,,YES,YES,,,,1258,MAH Directory,3,Email,7128,120,Not Started,,1C,3 Star | 113 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Grand Margherita Hotel,grandmargherita.com,+6082423111,"Jalan Tunku Abdul Rahman, 93100, Kuching, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,93100,Hospitality,PROSPECT,288,http://www.grandmargherita.com,,,General Manager,contact@rmh.my,,10,HOT,3 Star,288,NO,,,YES,YES,,,,0031,MAH Directory,3,Email,18576,120,Not Started,,1C,3 Star | 288 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Grand Palace Hotel,grandpalacehotel.com.my,+6085428888,"Lot 638, Block 7, MCLD, Pelita Commercial Centre, 2 km Jalan Miri - Pujut, P.O. Box 1525, 98009, Miri, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,98009,Hospitality,PROSPECT,125,http://www.grandpalacehotel.com.my,,,General Manager,info@grandpalacehotel.com.my,,10,HOT,4 Star,125,NO,,,YES,YES,,,,0298,MAH Directory,3,Email,11988,180,Not Started,,1C,4 Star | 125 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Greens Hotel & Suites,greenshotel.com.my,+6086343535,"Bintulu Commerce Square, H01 & H02, Along Jalan Diwarta, 97000, Bintulu, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,97000,Hospitality,PROSPECT,160,https://greenshotel.com.my/,,,General Manager,greenshotel123@gmail.com,,10,HOT,3 Star,160,NO,,,YES,YES,,,,1602,MAH Directory,3,Email,10367,120,Not Started,,1C,3 Star | 160 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Harbour View Hotel,harbourview.com.my,+6082274666,"Lot 80 & 93, Lorong Temple, 93100, Kuching, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,93100,Hospitality,PROSPECT,243,http://www.harbourview.com.my,,,General Manager,hotel@harbourview.com.my,,10,HOT,3 Star,243,NO,,,YES,YES,,,,0247,MAH Directory,3,Email,15552,120,Not Started,,1C,3 Star | 243 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hilton Kuching,hilton.com,+6082248200,"Jalan Tunku Abdul Rahman, 93748, Kuching, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,93748,Hospitality,PROSPECT,315,http://www.hilton.com,,,General Manager,kuching@hilton.com,,7,WARM,5 Star,315,NO,,,YES,YES,,,,0061,MAH Directory,3,Email,20304,120,Not Started,,1C,5 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hock Lee Hotel & Residences,hockleehotel.com,+6082484888,"Hock Lee Centre, Jalan Datuk Abang Abdul Rahim, 93450, Kuching, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,93450,Hospitality,PROSPECT,268,http://www.hockleehotel.com,,,General Manager,reservation@hockleehotel.com,,8,HOT,Others,268,NO,,,YES,YES,,,,0572,MAH Directory,3,Email,17280,120,Not Started,,1C,268 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel Grand Continental Kuching,hotelgrand.com.my,+6082230399,"Lot 42 Section 46, Jalan Ban Hock, 93100, Kuching, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,93100,Hospitality,PROSPECT,180,http://www.hotelgrand.com.my,,,General Manager,kuching@ghihotels.com.my,,10,HOT,3 Star,180,NO,,,YES,YES,,,,1084,MAH Directory,3,Email,11664,120,Not Started,,1C,3 Star | 180 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel Nur,hotelnur.com.my,+6085420420,"Hotel Nur Miri, Lot 1271-1274, Block 9, MCLD, Miri Waterfront Commercial Centre, Jalan Permaisuri, 98000, Miri, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,98000,Hospitality,PROSPECT,48,http://www.hotelnur.com.my,,,General Manager,reservation.hotelnur@gmail.com,,7,WARM,3 Star,48,NO,,,YES,YES,,,,1515,MAH Directory,3,Email,3024,120,Not Started,,1C,3 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Hotel98,hotel98.com.my,+6082236060,"Wisma Phoenix, Jalan Song Thian Cheok, 93100, Kuching, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,93100,Hospitality,PROSPECT,98,http://hotel98.com.my/,,,General Manager,reservation@hotel98.com.my,,7,WARM,2 Star,98,NO,,,YES,YES,,,,0599,MAH Directory,3,Email,6264,120,Not Started,,1C,98 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Imperial Hotel Bintulu,imperial.com.my,+6086338899,"Lot 483, Block 31, Kemena Land District, Jalan Tanjung Batu, Bintulu, 97000, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,97000,Hospitality,PROSPECT,386,https://imperial.com.my/imperial-hotel-bintulu,,,General Manager,ihbtu@imperial.com.my,,7,WARM,5 Star,386,NO,,,YES,YES,,,,1877,MAH Directory,3,Email,24840,120,Not Started,,1C,5 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Imperial Hotel Kuching,imperialhotelkuching.com.my,+6082588999,"Jalan Datuk Tawi Sli, 93250, Kuching, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,93250,Hospitality,PROSPECT,334,http://www.imperialhotelkuching.com.my,,,General Manager,ihkch@imperial.com.my,,9,HOT,4 Star,334,NO,,,YES,YES,,,,0956,MAH Directory,3,Email,32400,180,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Imperial Hotel Miri,imperialhotel.com.my,+6085431133,"Lot 827, Block 9, MLCD, Jalan Pos, 98000, Miri, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,98000,Hospitality,PROSPECT,265,http://www.imperialhotel.com.my,,,General Manager,enquiries@imperialhotel.com.my,,10,HOT,4 Star,265,NO,,,YES,YES,,,,0500,MAH Directory,3,Email,25596,180,Not Started,,1C,4 Star | 265 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Imperial Palace Hotel Miri,imperialpalacehotel.com.my,+6085437799,"Lot 1120, Blok 7, MCLD, Jalan Sehati, 98000, Miri, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,98000,Hospitality,PROSPECT,300,http://www.imperialpalacehotel.com.my,,,General Manager,enquiries@imperialpalacehotel.com.my,,10,HOT,4 Star,300,NO,,,YES,YES,,,,0684,MAH Directory,3,Email,29160,180,Not Started,,1C,4 Star | 300 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Imperial Riverbank Hotel Kuching,imperial.com.my,+6082230033,"Riverbank Tower on lot 297 (192 & 193), Section 48, KTLD, Jalan Tunku Abdul Rahman, 93100, Kuching, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,93100,Hospitality,PROSPECT,109,http://www.imperial.com.my,,,General Manager,irhkch@imperial.com.my,,7,WARM,2 Star,109,NO,,,YES,YES,,,,1224,MAH Directory,3,Email,6911,120,Not Started,,1C,109 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Infinite Hospitality Group (Malaysia) Sdn Bhd,,,"c/o Hotel 98, Wisma Phoenix, Jln Song Thian Cheok, 93100, Kuching, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,93100,Hospitality,PROSPECT,50,,,,General Manager,patrick.lau@infinitehospitality.asia,,2,DISQUALIFIED,Associate,,NO,,,YES,YES,,,,1746,MAH Directory,5,Email,6480,120,Not Started,,1C,Email,2026-03-26,lead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Inn 86 Bintulu,,+6086319986,"Lot 7550 - 7553, Ground Floor, Assyakirin Commercial Centre, Jalan Sultan Iskandar, 97007, Bintulu, Sarawak, Malaysia,",Johor Bahru,Sarawak,Malaysia,97007,Hospitality,PROSPECT,50,,,,General Manager,inn86bintulu@gmail.com,,6,WARM,1 Star,50,NO,,,YES,YES,,,,1057,MAH Directory,3,Email,3510,130,Not Started,,1C,50 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Jinhold Hotel & Serviced Apartment,blahotel.com,+60102500482,"Lot 14735, Airport Commercial Centre, Jalan Airport, 98000, Miri, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,14735,Hospitality,PROSPECT,136,https://blahotel.com/,,,General Manager,jhmiri.reservation@gmail.com,+60102500482,11,HOT,4 Star,136,YES,+60102500482,mah_directory,YES,YES,,,,1327,MAH Directory,1,WhatsApp,12960,180,Not Started,,1B,4 Star | 136 rooms | Email | WhatsApp,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Kingwood Boutique Hotel Miri,kingwoodmiri.com.my,+6085415888,"Lot 826, Jalan Yu Seng Utara, 98000, Miri, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,98000,Hospitality,PROSPECT,49,https://kingwoodmiri.com.my/,,,General Manager,hello@kingwoodmiri.com.my,,5,WARM,Others,49,NO,,,YES,YES,,,,1826,MAH Directory,3,Email,3024,120,Not Started,,1C,Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Kingwood Hotel (Kuching) Sdn Bhd,,+6082330888,"Lot 618 Section 62, KTLD, Jalan Padungan, P.O Box 2842, 93765, Kuching, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,93765,Hospitality,PROSPECT,90,,,,General Manager,kwinnsb@gmail.com,,9,HOT,3 Star,90,NO,,,YES,YES,,,,0108,MAH Directory,3,Email,5832,120,Not Started,,1C,3 Star | 90 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Kingwood Hotel Mukah,sarawakhotelbooking.com,+6084874811,"Lot 1004, Block 68, Mukah Land District at Medan Setia Comm. Centre, Boulevard Setia Raja, 96400, Mukah, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,96400,Hospitality,PROSPECT,200,https://sarawakhotelbooking.com/kingwood-hotel-mukah.html,,,General Manager,kingwoodhotel_mukah@yahoo.com,,10,HOT,3 Star,200,NO,,,YES,YES,,,,0618,MAH Directory,3,Email,12960,120,Not Started,,1C,3 Star | 200 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Kingwood Hotel Sibu,kingwoodsibu.com,+6084335888,"12, Lorong Lanang 4, 96000, Sibu, Sarawak, Malaysia,",Kuching,Sarawak,Malaysia,96000,Hospitality,PROSPECT,168,https://www.kingwoodsibu.com/,,,General Manager,kingwood.sibu@yahoo.com.my,,8,HOT,Others,168,NO,,,YES,YES,,,,0328,MAH Directory,3,Email,10800,120,Not Started,,1C,168 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
