company,company_domain_name,phone,address,city,state,country,zip,industry,type,numberofemployees,website,firstname,lastname,jobtitle,email,mobilephone,nocturn_icp_score,nocturn_icp_tier,nocturn_star_rating,nocturn_room_count,nocturn_has_whatsapp,nocturn_whatsapp_number,nocturn_whatsapp_source,nocturn_has_email,nocturn_after_hours_gap,nocturn_google_rating,nocturn_google_reviews,nocturn_google_maps_url,nocturn_member_id,nocturn_source,nocturn_outreach_priority,nocturn_outreach_channel,nocturn_pilot_roi_estimate,nocturn_adr_estimate,nocturn_pilot_status,nocturn_pilot_start_date,nocturn_first_touch_template,nocturn_notes,nocturn_data_collected_date,lifecyclestage,hs_lead_status,lead_source,lead_source_detail
Aeton Hotel,aetonhotel.com,+6067992356,"PT 12151, Jalan BBN 1/1F, Putra Nilai, 71800, Nilai, Negeri Sembilan, Malaysia,",Seremban,Negeri Sembilan,Malaysia,12151,Hospitality,PROSPECT,95,http://www.aetonhotel.com/,,,General Manager,reubentan72@gmail.com,,6,WARM,1 Star,95,NO,,,YES,YES,,,,1104,MAH Directory,3,Email,6048,120,Not Started,,1C,95 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Al Khatiri Hotel,alkhatiri.com,+6097603737,"Lot PT 1761, Bandar Baru Kubang Kerian, 16150, Kota Bharu, Kelantan, Malaysia,",Kota Bharu,Kelantan,Malaysia,16150,Hospitality,PROSPECT,42,http://www.alkhatiri.com,,,General Manager,hotel@alkhatiri.com,,4,COLD,Others,42,NO,,,YES,YES,,,,1413,MAH Directory,4,Email,2591,120,Not Started,,1C,Email | Phone,2026-03-26,lead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
All In Hotel,allinhotel.com.my,+6049778599,"No. 33, Persiaran Jejawi Utara, Kompleks Perniagaah Jejawi, 02600, Arau, Perlis, Malaysia,",Perlis,Perlis,Malaysia,02600,Hospitality,PROSPECT,24,https://allinhotel.com.my/,,,General Manager,myallinhotel@gmail.com,,3,COLD,2 Star,24,NO,,,YES,YES,,,,1639,MAH Directory,4,Email,2160,120,Not Started,,1C,Email | Phone,2026-03-26,lead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Aloft Langkawi Pantai Tengah,marriott.com,+6049525252,"Lot PT 701, Jalan Pantai Tengah, Mukim Kedawang, 07000, Langkawi, Kedah, Malaysia,",Langkawi,Kedah,Malaysia,07000,Hospitality,PROSPECT,208,https://www.marriott.com/en-us/hotels/lgkal-aloft-langkawi-pantai-tengah/overview/,,,General Manager,,,8,HOT,4 Star,208,NO,,,NO,YES,,,,1436,MAH Directory,3,Phone,20087,180,Not Started,,1D,4 Star | 208 rooms | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Alunan Resort Perhentian Island,alunanresort.com,+60164488297,"Lot 350 Pantai Petani,, Pulau Perhentian Kecil,, 22300, Pulau Perhentian,, Terengganu, Malaysia,",Kuala Terengganu,Terengganu,Malaysia,22300,Hospitality,PROSPECT,20,http://www.alunanresort.com,,,General Manager,booking@alunanresort.com,+60164488297,7,WARM,4 Star,20,YES,+60164488297,mah_directory,YES,YES,,,,1369,MAH Directory,2,WhatsApp,3240,180,Not Started,,1B,4 Star | Email | WhatsApp,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Am Transit Inn,,+6096621133,"Lot 41278 Kg Padang Lemah, Mukim Kuala Nerus, 21300, Kuala Terengganu, Terengganu, Malaysia,",Kuala Terengganu,Terengganu,Malaysia,41278,Hospitality,PROSPECT,50,,,,General Manager,am.transit.inn@gmail.com,,6,WARM,Others,50,NO,,,YES,YES,,,,1219,MAH Directory,3,Email,3240,120,Not Started,,1C,50 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Aman Tioman Beach Resort,amantioman.com,+6094197788,"Lot 73, Kampung Paya, Pulau Tioman, 26800, Rompin, Pahang, Malaysia,",Kuantan,Pahang,Malaysia,26800,Hospitality,PROSPECT,119,http://www.amantioman.com,,,General Manager,admin@amantioman.com,,9,HOT,4 Star,119,NO,,,YES,YES,,,,1433,MAH Directory,3,Email,11340,180,Not Started,,1C,4 Star | 119 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ambong Pool Villa,ambong-ambong.com,+6049558428,"Jalan Teluk Baru, Pantai Tengah, 07000, Langkawi, Kedah, Malaysia,",Langkawi,Kedah,Malaysia,07000,Hospitality,PROSPECT,9,https://www.ambong-ambong.com/,,,General Manager,admin@ambong-ambong.com,,6,WARM,4 Star,9,NO,,,YES,YES,,,,1475,MAH Directory,3,Email,3240,180,Not Started,,1C,4 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ames Hotel,ames-hotel.com,+6063183999,"Jalan PKAK 2, Pusat Komersial Ayer Keroh, 75450, Ayer Keroh, Melaka, Malaysia,",Melaka,Melaka,Malaysia,75450,Hospitality,PROSPECT,255,https://www.ames-hotel.com/,,,General Manager,sales@ames-hotel.com,,8,HOT,5 Star,255,NO,,,YES,YES,,,,1491,MAH Directory,3,Email,16416,120,Not Started,,1C,5 Star | 255 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ancasa Resort Port Dickson,ancasahotels.com,+6066627288,"Batu 8 1/2 Jalan Pantai Teluk Kemang, 71050, Port Dickson, Negeri Sembilan, Malaysia,",Seremban,Negeri Sembilan,Malaysia,71050,Hospitality,PROSPECT,198,http://www.ancasahotels.com,,,General Manager,reservation@ancasapd.com,,9,HOT,4 Star,198,NO,,,YES,YES,,,,0311,MAH Directory,3,Email,19116,180,Not Started,,1C,4 Star | 198 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Ancasa Royale Pekan Pahang,ancasaroyale.com,+6094246600,"No. 2670, Jalan Pekan - Kuantan, 26600, Pekan, Pahang, Malaysia,",Kuantan,Pahang,Malaysia,26600,Hospitality,PROSPECT,133,http://www.ancasaroyale.com,,,General Manager,sales@ancasaroyale.com,,9,HOT,4 Star,133,NO,,,YES,YES,,,,0984,MAH Directory,3,Email,12636,180,Not Started,,1C,4 Star | 133 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Arena Premier Hotel,arenahotel.com.my,+6067608998,"Arena Seremban, Jalan Permata 1, 70200, Seremban, Negeri Sembilan, Malaysia,",Seremban,Negeri Sembilan,Malaysia,70200,Hospitality,PROSPECT,99,https://arenahotel.com.my/,,,General Manager,info@arenahotel.com.my,,9,HOT,3 Star,99,NO,,,YES,YES,,,,1774,MAH Directory,3,Email,6264,120,Not Started,,1C,3 Star | 99 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Arenaa De' Luxe Hotel,arenaahotels.com.my,+6062883399,"222, Jalan Ujong Pasir, 75050, Melaka, Melaka, Malaysia,",Melaka,Melaka,Malaysia,75050,Hospitality,PROSPECT,80,http://www.arenaahotels.com.my,,,General Manager,inquiry@arenaahotels.com.my,,7,WARM,2 Star,80,NO,,,YES,YES,,,,0673,MAH Directory,3,Email,5183,120,Not Started,,1C,80 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Asia Melaka Hotel,,+6062898555,"No. 1B, Jalan Melaka Raya, 75000, Melaka, Melaka, Malaysia,",Melaka,Melaka,Malaysia,75000,Hospitality,PROSPECT,286,,,,General Manager,enquiry@straitshotelsuites.com,,9,HOT,4 Star,286,NO,,,YES,YES,,,,1062,MAH Directory,3,Email,27540,180,Not Started,,1C,4 Star | 286 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Asiatic Hotel,asiatichotel.com.my,+6067756888,"2E, Jalan KLJ 4, Taman Kota Laksamana Jaya, 75200, Melaka, Melaka, Malaysia,",Kuala Lumpur,Melaka,Malaysia,75200,Hospitality,PROSPECT,35,https://asiatichotel.com.my/,,,General Manager,asiatichtl@gmail.com,,4,COLD,2 Star,35,NO,,,YES,YES,,,,1372,MAH Directory,4,Email,2880,160,Not Started,,1C,Email | Phone,2026-03-26,lead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Avi Pangkor Beach Resort,,+60322620288,"PT 1130, Jalan Pasir Bogak, 32300, Pulau Pangkor, Perak, Malaysia,",Ipoh,Perak,Malaysia,32300,Hospitality,PROSPECT,64,,,,General Manager,res@avipangkor.com,,7,WARM,Others,64,NO,,,YES,YES,,,,1488,MAH Directory,3,Email,4104,120,Not Started,,1C,64 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Avillion Admiral Cove,avillion.com,+6066470888,"Batu 5 1/2 Jalan Pantai, 71050, Port Dickson, Negeri Sembilan, Malaysia,",Seremban,Negeri Sembilan,Malaysia,71050,Hospitality,PROSPECT,156,http://www.avillion.com,,,General Manager,res@avillionadmiralcove.com,,9,HOT,4 Star,156,NO,,,YES,YES,,,,0555,MAH Directory,3,Email,14903,180,Not Started,,1C,4 Star | 156 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Avillion Cameron  Highlands,avillioncameronhighlands.com,+6054914339,"C-3-1 Jalan Camelia, Tanah Rata, 39000, Cameron Highlands, Pahang, Malaysia,",Ipoh,Pahang,Malaysia,39000,Hospitality,PROSPECT,100,http://www.avillioncameronhighlands.com,,,General Manager,resach2@avillionberhad.com,,7,WARM,Others,100,NO,,,YES,YES,,,,1347,MAH Directory,3,Email,6480,120,Not Started,,1C,100 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Avillion Port Dickson,avillion.com,+6066476688,"Batu 3, Jalan Pantai, 71000, Port Dickson, Negeri Sembilan, Malaysia,",Seremban,Negeri Sembilan,Malaysia,71000,Hospitality,PROSPECT,263,http://www.avillion.com,,,General Manager,res@avillionportdickson.com,,7,WARM,5 Star,263,NO,,,YES,YES,,,,0244,MAH Directory,3,Email,16847,120,Not Started,,1C,5 Star | 263 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Az Hotel & Serviced Apartments,,+6087581333,"Unit G15A, Paragon Labuan Centre, Jalan Tun Mustapha, 87000, Labuan, Labuan, Malaysia,",Labuan,Labuan,Malaysia,87000,Hospitality,PROSPECT,142,,,,General Manager,reservation@azhotellbn.com,,8,HOT,3 Star,142,NO,,,YES,YES,,,,1524,MAH Directory,3,Email,9072,120,Not Started,,1C,3 Star | 142 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Baba House Melaka,babahouse.com.my,+6062806888,"No. 121 - 127, Jalan Tun Tan Cheng Lock, 75200, Melaka, Melaka, Malaysia,",Melaka,Melaka,Malaysia,75200,Hospitality,PROSPECT,100,http://www.babahouse.com.my/,,,General Manager,info@babahouse.com.my,,10,HOT,4 Star,100,NO,,,YES,YES,,,,0514,MAH Directory,3,Email,9720,180,Not Started,,1C,4 Star | 100 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Bahagia Hotel,hotel-bahagia.com,+6049698899,"No. 68-78 Jalan Persiaran Bunga Raya, Langkawi Mall, Phase II, 07000, Langkawi, Kedah, Malaysia,",Langkawi,Kedah,Malaysia,07000,Hospitality,PROSPECT,130,https://www.hotel-bahagia.com/,,,General Manager,enquiries@hotel-bahagia.com,,9,HOT,3 Star,130,NO,,,YES,YES,,,,1889,MAH Directory,3,Email,8423,120,Not Started,,1C,3 Star | 130 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Barat Tioman Beach Resort,barattioman.com,+6094193288,"Lot 438, Kampung Juara, Pulau Tioman, 26800, Rompin, Pahang, Malaysia,",Kuantan,Pahang,Malaysia,26800,Hospitality,PROSPECT,52,http://www.barattioman.com,,,General Manager,sales.tioman@thebarat.com,,9,HOT,3 Star,52,NO,,,YES,YES,,,,1299,MAH Directory,3,Email,3240,120,Not Started,,1C,3 Star | 52 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Bayou Lagoon Park Resort,bayoulagoon.com.my,+6062330888,"Amari Villa, Lot 45, Jalan Wakaf Utama, 75450, Bukit Katil, Melaka, Malaysia,",Melaka,Melaka,Malaysia,75450,Hospitality,PROSPECT,254,http://www.bayoulagoon.com.my,,,General Manager,reserve@bayoulagoon.com.my,,10,HOT,4 Star,254,NO,,,YES,YES,,,,0846,MAH Directory,3,Email,24624,180,Not Started,,1C,4 Star | 254 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Bayu Beach Resort Port Dickson,bayu.com.my,+6066473703,"4 1/2 Miles Jalan Pantai, 71050, Port Dickson, Negeri Sembilan, Malaysia,",Seremban,Negeri Sembilan,Malaysia,71050,Hospitality,PROSPECT,130,http://www.bayu.com.my,,,General Manager,exec@bayubeach.com.my,,6,WARM,2 Star,130,NO,,,YES,YES,,,,0150,MAH Directory,3,Email,8423,120,Not Started,,1C,130 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Bayview Hotel Langkawi,bayviewhotels.com,+6049661818,"Jalan Pandak Mayah 1, Pusat Bandar Kuah, 07000, Langkawi, Kedah, Malaysia,",Langkawi,Kedah,Malaysia,07000,Hospitality,PROSPECT,282,http://www.bayviewhotels.com,,,General Manager,bayviewlangkawi@bayviewhotels.com,,9,HOT,4 Star,282,NO,,,YES,YES,,,,0193,MAH Directory,3,Email,27216,180,Not Started,,1C,4 Star | 282 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Bayview Hotel Melaka,bayviewhotels.com,+6062839888,"Jalan Bendahara, 75100 Melaka, Melaka, Melaka, Malaysia,",Melaka,Melaka,Malaysia,75100,Hospitality,PROSPECT,182,http://www.bayviewhotels.com/melaka,,,General Manager,bayviewmelaka@bayviewhotels.com,,10,HOT,4 Star,182,NO,,,YES,YES,,,,0072,MAH Directory,3,Email,17496,180,Not Started,,1C,4 Star | 182 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Bella Vista Waterfront,bellavistahotelsandresorts.com,+6049662800,"Persiaran Mutiara 2, Pusat Dagangan Kelana Mas, Kuah, 07000, Langkawi, Kedah, Malaysia,",Langkawi,Kedah,Malaysia,07000,Hospitality,PROSPECT,263,http://www.bellavistahotelsandresorts.com/,,,General Manager,sales@bvhotelsandresorts.com,,9,HOT,3 Star,263,NO,,,YES,YES,,,,1278,MAH Directory,3,Email,16847,120,Not Started,,1C,3 Star | 263 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Belum Rainforest Resort,belumresort.com,+6057916800,"c/o Belum Rainforest Management Sdn Bhd, Pulau Banding, 33200, Gerik, Perak, Malaysia,",Ipoh,Perak,Malaysia,33200,Hospitality,PROSPECT,70,http://www.belumresort.com,,,General Manager,sales@belumresort.com,,10,HOT,4 Star,70,NO,,,YES,YES,,,,0601,MAH Directory,3,Email,6804,180,Not Started,,1C,4 Star | 70 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Berjaya Langkawi Resort,berjayahotel.com,+6049591888,"Karong Berkunci 200, Teluk Burau, 07000, Langkawi, Kedah, Malaysia,",Langkawi,Kedah,Malaysia,07000,Hospitality,PROSPECT,490,http://www.berjayahotel.com/,,,General Manager,langkawi.rsvn@berjayahotel.com,,3,COLD,5 Star,490,NO,,,YES,YES,,,,0137,MAH Directory,4,Email,31752,120,Not Started,,1C,5 Star | Email | Phone,2026-03-26,lead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Berjaya Tioman Resort,tioman.berjayahotel.com,+6094191000,"Kampung Tekek Pulau Tioman, 26800, Kuala Rompin, Pahang, Malaysia,",Kuantan,Pahang,Malaysia,26800,Hospitality,PROSPECT,200,https://tioman.berjayahotel.com/,,,General Manager,tioman.rsvn@berjayahotel.com,,9,HOT,4 Star,200,NO,,,YES,YES,,,,1593,MAH Directory,3,Email,19440,180,Not Started,,1C,4 Star | 200 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Beta Service Apartment,fpl.com.my,+6087453333,"Beta Service Tower, Finance Park Complex Labuan, Jalan Merdeka, 87000, Labuan, Labuan, Malaysia,",Labuan,Labuan,Malaysia,87000,Hospitality,PROSPECT,88,http://www.fpl.com.my,,,General Manager,fpl@fpl.com.my,,7,WARM,Others,88,NO,,,YES,YES,,,,0610,MAH Directory,3,Email,5616,120,Not Started,,1C,88 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Beverly Hotel,beverlyhotel.biz,+6058051111,"Lot 1421, Jalan Istana Larut, 34000, Taiping, Perak, Malaysia,",Ipoh,Perak,Malaysia,34000,Hospitality,PROSPECT,68,http://www.beverlyhotel.biz,,,General Manager,info@beverlyhotel.biz,,7,WARM,2 Star,68,NO,,,YES,YES,,,,1227,MAH Directory,3,Email,4320,120,Not Started,,1C,68 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Birkin International Hotel Melaka,,+6062288558,"Lot 12191, Kawasan Bandar XLV, Daerah Melaka Tengah, 75200, Bandar Melaka, Melaka, Malaysia,",Melaka,Melaka,Malaysia,12191,Hospitality,PROSPECT,529,,,,General Manager,,,2,DISQUALIFIED,5 Star,529,NO,,,NO,YES,,,,1766,MAH Directory,5,Phone,34128,120,Not Started,,1D,5 Star | Phone,2026-03-26,lead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Bon Ton Restaurant & Resort,bontonresort.com.my,+6049556787,"Pantai Cenang, 07000, Langkawi, Kedah, Malaysia,",Langkawi,Kedah,Malaysia,07000,Hospitality,PROSPECT,10,http://www.bontonresort.com.my,,,General Manager,office@bontonresort.com.my,,6,WARM,3 Star,10,NO,,,YES,YES,,,,0427,MAH Directory,3,Email,2160,120,Not Started,,1C,3 Star | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Bubbles Dive Resort Sdn Bhd,bubblesdc.com,,"No.546A,, Jalan Kubur Batu 8 Seberang Kastam,, Pulau Perhentian Besar,, 22300, Kuala Besut,, Terengganu, Malaysia,",Kuala Terengganu,Terengganu,Malaysia,22300,Hospitality,PROSPECT,40,http://www.bubblesdc.com,,,General Manager,info@bubblesdc.com,,2,DISQUALIFIED,1 Star,40,NO,,,YES,YES,,,,0872,MAH Directory,5,Email,2591,120,Not Started,,1C,Email,2026-03-26,lead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Bubu Long Beach Resort,buburesort.com,+6096911333,"Long Beach,, 22300, Perhentian Island Kecil,, Terengganu, Malaysia,",Kuala Terengganu,Terengganu,Malaysia,22300,Hospitality,PROSPECT,38,http://www.buburesort.com,,,General Manager,info@buburesort.com,,4,COLD,Others,38,NO,,,YES,YES,,,,1085,MAH Directory,4,Email,2376,120,Not Started,,1C,Email | Phone,2026-03-26,lead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
Bukit Merah Laketown Resort,bukitmerahresort.com.my,+6058908888,"Jalan Bukit Merah, 34400, Semanggol, Perak, Malaysia,",Ipoh,Perak,Malaysia,34400,Hospitality,PROSPECT,173,https://www.bukitmerahresort.com.my/,,,General Manager,sales@bukitmerahresort.com.my,,10,HOT,3 Star,173,NO,,,YES,YES,,,,1552,MAH Directory,3,Email,11016,120,Not Started,,1C,3 Star | 173 rooms | Email | Phone,2026-03-26,marketingqualifiedlead,NEW,MAH Directory Scrape,hotels.org.my/members - Scraped 2026-03-26
